,Valid,Name,Affiliation,Email Domain,Citation Count,ID,Paper Count,h-index,i10-index,g-index,scoquality,recentness,score
14,+,Abdulrahman M El-Sayed,"MD/PhD Candidate in Epidemiology, Columbia University",columbia.edu,54.0,id_0RxsP2cAAAAJ,28.0,4.0,2.0,7.0,0.0011203937048457344,0.7272233549582949,36.41718743315703
15,+,Lester Ingber,Lester Ingber Research,ingber.com,4612.0,id_glc0bl4AAAAJ,26.0,4.0,1.0,8.0,0.0008975057603403697,0.7271359724612738,36.40167391108072
16,+,Jun-long Kou,College of Engineering and Applied Sciences; National Laboratory of Solid State  &hellip;,smail.nju.edu.cn,66.0,id_ZHEVF3oAAAAJ,25.0,4.0,2.0,8.0,0.0009948837810833302,0.7270922812127633,36.40435824969233
17,-,"Ahmed, Waqas",Shifa International Hospital,,123.0,id_Tt8AB00AAAAJ,24.0,1.0,0.0,1.0,9.084691829275388e-05,0.7270485899642527,36.35697184412727
18,+,Tyler Williamson,"Assistant Professor, Queen&#39;s University",queensu.ca,58.0,id_WCP1A68AAAAJ,24.0,5.0,1.0,7.0,0.0010591446986218912,0.7270485899642527,36.40538673314373
19,+,John W. Graham,"Professor of Biobehavioral Health, Penn State University",psu.edu,9573.0,id_Oiw7kDwAAAAJ,23.0,4.0,3.0,21.0,0.0012675033946124516,0.7270048987157421,36.41362010551772
20,+,Fernando Barreiro,"Profesor, Departamento Fisica, Universidad Autonoma de Madrid, Spain",uam.es,14858.0,id_KFn1SBoAAAAJ,174.0,24.0,47.0,62.0,0.01695861635057534,0.7270022772408316,37.19804467957034
21,+,Gurkan Bebek,"Faculty of Medicine, Case Center for Protemics and Bioinformatics, Case Western Reserve  &hellip;",case.edu,147.0,id_b5tAkfwAAAAJ,22.0,5.0,2.0,7.0,0.0011612959093909643,0.7269612074672317,36.40612516883113
22,+,Maurice de Gosson,"Professor of Mathematics, NuHAG, University of Vienna",univie.ac.at,76.0,id_QoT07LsAAAAJ,22.0,1.0,1.0,3.0,0.00016284139769280075,0.7269612074672317,36.356202443246225
23,+,Suraj Srinivasan,"Harvard Business School, University of Chicago",hbs.edu,742.0,id_tjH4YPgAAAAJ,22.0,5.0,4.0,15.0,0.0015088934524289815,0.7269612074672317,36.423505045983035
24,+,Aynur Aktas,Cleveland Clinic Palliative Medicine,ccf.org,57.0,id_03RxS5gAAAAJ,22.0,3.0,3.0,7.0,0.0009552660683448133,0.7269612074672317,36.395823676778825
25,+,Joshua H. West,Brigham Young University,byu.edu,28.0,id_8HfHSQQAAAAJ,22.0,3.0,0.0,4.0,0.0006017127803983061,0.7269612074672317,36.3781460123815
26,+,Anders Gaarsdal Holst,"MD, PhD, Department of Cardiology, University Hospital Rigshospitalet",kanten.dk,104.0,id_dvTrT2wAAAAJ,22.0,4.0,3.0,9.0,0.0014447601707666432,0.7269612074672317,36.42029838189992
27,+,Sadegh Ghorbani-Dalini,"Department of Microbiology, Jahrom Branch, Young Researcher&#39;s Club, Islamic Azad  &hellip;",jia.ac.ir,15.0,id_jN57uy4AAAAJ,22.0,2.0,0.0,3.0,0.00045320256699706534,0.7269612074672317,36.37072050171143
28,+,Apurba Sarker Apu,"Senior Lecturer, Department of Pharmacy, East West University",ewubd.edu,24.0,id_hAOwUSEAAAAJ,21.0,3.0,0.0,4.0,0.0005554752461961903,0.726917516218721,36.37364957324586
29,+,Janardhanan Sivaramakrishnan,"Assistant Professor, Department of Electrical Engineering, Indian Institute of Technology,  &hellip;",ee.iitd.ac.in,399.0,id_7AgGeAgAAAAJ,21.0,2.0,2.0,7.0,0.0006223607343267679,0.726917516218721,36.37699384765239
30,+,Damien Fordham,University of Adelaide,adelaide.edu.au,215.0,id_mTLjM9QAAAAJ,21.0,6.0,4.0,12.0,0.0017213742742829582,0.726917516218721,36.4319445246502
31,+,Dr. Tessy Theres Baby,Research Associate at IIT Madras,physics.iitm.ac.in,151.0,id_KgjF-HgAAAAJ,21.0,5.0,4.0,12.0,0.0017773059080656664,0.726917516218721,36.434741106339345
32,+,Waseem Kaialy,"PhD student, Universities of Kent and Greenwich",kent.ac.uk,55.0,id_bpSFN5QAAAAJ,20.0,4.0,2.0,7.0,0.0010687243600058193,0.7268738249702106,36.39712746651082
33,+,Yakov Frayman,"Institute of Cybernetics, Behavioral Control and Dynamical Systems, Director",alphalink.com.au,163.0,id_5QxN9a4AAAAJ,20.0,3.0,0.0,4.0,0.0006229484709950903,0.7268738249702106,36.37483867206029
34,+,Amir Pakpour,Qazvin University of Medical Sciences,qums.ac.ir,18.0,id_dc5FSKcAAAAJ,20.0,2.0,0.0,2.0,0.0005751417601446362,0.7268738249702106,36.372448336517756
35,+,Scott Davis,CEO Ravensiege Inc,maricopa.edu,147.0,id_gplaWX8AAAAJ,20.0,2.0,0.0,2.0,0.00022288794450536474,0.7268738249702106,36.3548356457358
36,+,Francesca Cavallari,Primo Ricercatore INFN Sezione di Roma,cern.ch,6295.0,id_-qcSoakAAAAJ,151.0,25.0,49.0,49.0,0.015435642432712454,0.7259973785250894,37.07165104789009
37,+,pietro ruggieri,"Agg. Prof. Of Orthopedics, University of Bologna, Istituto Rizzoli",ior.it,3266.0,id_uD-FbvIAAAAJ,106.0,5.0,1.0,8.0,0.002146062876908732,0.7240312723421157,36.308866760951226
38,+,Philip Gibbs,viXra,royalgenes.com,399.0,id_Au-AVHsAAAAJ,85.0,2.0,0.0,2.0,0.0002348358770928476,0.7231137561233948,36.167429600024384
39,+,Asian Journal of Sports Medicine,"Sports Medicine Research Center, Tehran University of Medical Sciences",tums.ac.ir,55.0,id_9E5i-fUAAAAJ,84.0,3.0,0.0,4.0,0.0018651109340438183,0.7230700648748843,36.24675879044641
40,-,Prof. Dr. BK SAROJINI,"Professor &amp; Head, Department of Chemistry, PA College of Engineering, Mangalore",,1218.0,id_tmk7nY8AAAAJ,75.0,6.0,2.0,8.0,0.0028759540495301877,0.7226768436382895,36.277639884390986
41,+,J. biomedical semantics,Biomed Central,jbiomedsem.com,325.0,id_anDLFa0AAAAJ,71.0,9.0,8.0,14.0,0.005923686446204033,0.7225020786442474,36.42128825452257
42,+,Tanmoy Das,Los Alamos National Laboratory,lanl.gov,277.0,id_AFHzUlMAAAAJ,70.0,8.0,8.0,13.0,0.0026574658911959178,0.7224583873957369,36.25579266434664
43,-,BRIJESH SATHIAN,"Assistant Professor &amp; Managing/Chief Editor NJE, Community Medicine Department,  &hellip;",,158.0,id_pDsGZyQAAAAJ,67.0,7.0,2.0,8.0,0.0034379054497264004,0.7223273136502053,36.288260954996595
44,-,Seranthimata SAMSHUDDIN,"Research Scholar, Department of Chemistry, Mangalore University",,184.0,id_5q27PVUAAAAJ,59.0,8.0,8.0,12.0,0.0031952916898257233,0.7219777836621211,36.258653767597345
45,+,Stewart Adam,"Associate Professor of Marketing &amp; Electronic Marketing, Deakin University",deakin.edu.au,7901.0,id_GY5PGRkAAAAJ,55.0,4.0,1.0,55.0,0.0016752017332246829,0.721803018668079,36.17391102006519
46,-,Rajiv Dharaskar,Raisoni GHRCE MIET MPGI,,43.0,id_AHtDnRcAAAAJ,53.0,3.0,1.0,5.0,0.0009462480146766144,0.7217156361710579,36.133094209286725
47,+,Eli D. Ehrenpreis,"Clinical Associate Professor of Medicine, University of Chicago",gipharm.net,1743.0,id_4MRp5MAAAAAJ,48.0,4.0,0.0,5.0,0.0010806722925933024,0.7214971799285053,36.12889261105493
48,+,Rajan Gupta,"Laboratory Fellow, Los Alamos National Laboratory",lanl.gov,5117.0,id_0tEMY3kAAAAJ,48.0,4.0,3.0,18.0,0.00154388109497361,0.7214971799285053,36.15205305117394
49,+,Zhan Ma,"Dallas Technology Lab, Samsung",ieee.org,177.0,id_78KxtRMAAAAJ,46.0,6.0,4.0,11.0,0.0019480213215646452,0.7214097974314844,36.16789093765245
50,+,Hieu Trinh,"Associate Professor, School of Engineering, Deakin University, Australia",deakin.edu.au,853.0,id_3oghCzEAAAAJ,45.0,4.0,1.0,6.0,0.0012585101818073075,0.7213661061829737,36.131230818239054
51,-,Vinitha Sree S,Research Associate,,67.0,id_YKcX4D0AAAAJ,43.0,5.0,1.0,6.0,0.0017200899507770222,0.7212787236859527,36.149940681836476
52,+,Ana Rito,"Head of  Bachelorï¿½s Degree in Nutrition Sciences and Professor, Universidade Atlï¿½ntica",uatlantica.pt,80.0,id_UL_RmDwAAAAJ,43.0,2.0,1.0,7.0,0.00036972657832552377,0.7212787236859527,36.082422513213906
53,+,Woo-Tae Park,"Assistant Professor, Seoul National University of Science and Technology, Korea",seoultech.ac.kr,602.0,id_iJW63VIAAAAJ,43.0,3.0,1.0,9.0,0.00101576928738351,0.7212787236859527,36.11472464866681
54,+,Wael Almahmeed,"Sheikh Khalifa Medical City, Abu Dhabi",emirates.net.ae,1104.0,id_aBdQ4qcAAAAJ,42.0,6.0,4.0,11.0,0.002036570497423534,0.7212350324374422,36.163580146743286
55,+,Bruce E Murdoch,University of queensland,uq.edu.au,3523.0,id_fDd9M9AAAAAJ,193.0,10.0,12.0,15.0,0.009082837464169215,0.7212324109625315,36.51576242133504
56,+,Fabio  Cesar Gozzo,"Professor de Quï¿½mica, Universidade Estadual de Campinas",iqm.unicamp.br,1382.0,id_FEL4hZ8AAAAJ,41.0,5.0,2.0,8.0,0.0020706145843187094,0.7211913411889316,36.16309778866251
57,+,paul brezina,johns hopkins university,jhmi.edu,19.0,id_UKslMYQAAAAJ,40.0,2.0,0.0,3.0,0.0004577238215982124,0.7211476499404211,36.080268688100965
58,+,Sahil Khanna,"Mayo Clinic, Rochester, MN",mayo.edu,116.0,id_fEk5BvkAAAAJ,38.0,4.0,2.0,6.0,0.0006848411173300972,0.7210602674434,36.08725542803651
59,+,Mohammad Khajehzadeh,"Department of Civil and Structural Engineering, National University of Malaysia (UKM)",vlsi.eng.ukm.my,27.0,id_I3dCVvAAAAAJ,36.0,3.0,0.0,4.0,0.0008766367869806449,0.720972884946379,36.09247608666799
60,+,Partha S. Ghosh,Cleveland Clinic,ccf.org,11.0,id__zLDFCcAAAAJ,34.0,2.0,0.0,3.0,0.00035915832194449563,0.7208855024493579,36.06223303856512
61,+,Peyman Mikaili,Urmia University of Medical Sciences,umsu.ac.ir,14.0,id_ZrJSS4UAAAAJ,34.0,2.0,0.0,2.0,0.0005150952133320722,0.7208855024493579,36.070029883134495
62,+,Muhammad Salman,"Lecturer of Chemistry, University of the Punjab",pu.edu.pk,87.0,id_joXwsPIAAAAJ,34.0,6.0,3.0,8.0,0.001549030732298974,0.7208855024493579,36.12172665908284
63,+,Aybike Birerdinc,"Research Assistant Professor, George Mason University",gmu.edu,74.0,id_i4FbIEcAAAAJ,33.0,5.0,3.0,8.0,0.0013866885740304574,0.7208418112008474,36.1114249887439
64,+,Ray Lucas,Space Telescope Science Institute,stsci.edu,5455.0,id_Z3IUmEAAAAAJ,33.0,7.0,7.0,16.0,0.0017376444744051534,0.7208418112008474,36.128972783762634
65,+,Dror Berel,"Sr. Biostatistician, Samuel Oschin Comprehensive Cancer Institute, Cedars-Sinai Medical  &hellip;",cshs.org,87.0,id_X1qTuNYAAAAJ,31.0,5.0,5.0,9.0,0.0011795163181366431,0.7207544287038264,36.096697251098156
66,+,Eduardo Martï¿½n-Martï¿½nez,"Postdoctoral Fellow, Institute for Quantum Computing (University of Waterloo)",uwaterloo.ca,285.0,id_AhUfKjkAAAAJ,31.0,10.0,11.0,16.0,0.003175081712672236,0.7207544287038264,36.196475520824926
67,+,Alma Hodzic,"Professor of Advanced Materials Technologies, The University of Sheffield",sheffield.ac.uk,603.0,id_6wYf91oAAAAJ,31.0,3.0,1.0,5.0,0.0008500657667269749,0.7207544287038264,36.08022472352767
68,+,Mohammad Amin Mohammadifar,"Department of Food Science and Technology, Faculty of Nutrition Sciences, Food Science  &hellip;",ut.ac.ir,67.0,id_ZKyAhyMAAAAJ,29.0,3.0,0.0,4.0,0.00068031986272895,0.7206670462068053,36.06736830347671
69,+,Lei Tian,Massachusetts Institute of Technology,mit.edu,54.0,id_0PS5gLIAAAAJ,29.0,4.0,2.0,7.0,0.0009898253743005484,0.7206670462068053,36.08284357905529
70,+,Chuleerat Jaruskulchai,"Associate Professor of Computer Science,Kasetsart U., Thailand",ku.ac.th,143.0,id_1Sf49vcAAAAJ,28.0,3.0,0.0,4.0,0.0008888766229427547,0.7206233549582949,36.07561157906189
71,+,ï¿½mer Bulakci,PhD Candidate of Aalto University at Nokia Siemens Networks,ieee.org,81.0,id_KZk2nYcAAAAJ,28.0,6.0,2.0,7.0,0.0018049429188012047,0.7206233549582949,36.12141489385481
72,+,Takuya Kitagawa,Harvard University,fas.harvard.edu,120.0,id_LA_uaB8AAAAJ,28.0,6.0,4.0,11.0,0.0015373640897248107,0.7206233549582949,36.108035952400975
73,+,Daniel J Pesut,Professor of Nursing,umn.edu,820.0,id_6KtLjcwAAAAJ,28.0,3.0,1.0,5.0,0.0008058021997937255,0.7206233549582949,36.07145785790443
74,+,Donald C. Cooper,"Associate Professor, University of Colorado,Boulder",colorado.edu,2224.0,id_X7a4M6AAAAAJ,28.0,7.0,5.0,10.0,0.0014756418981843472,0.7206233549582949,36.10494984282396
75,+,Stephen Schmidt,"Research Associate, National Institutes of Health",nih.gov,5775.0,id_ncMnqbwAAAAJ,28.0,10.0,10.0,22.0,0.0032102162314093753,0.7206233549582949,36.19167855948521
76,+,Julia Velkovska,Vanderbilt University,vanderbilt.edu,14523.0,id_kkJMCHEAAAAJ,179.0,30.0,69.0,55.0,0.020295629863655226,0.7206207334833842,37.04581816735197
77,+,William Lee,King&#39;s College London (Institute of Psychiatry),kcl.ac.uk,185.0,id_ODOIP3wAAAAJ,27.0,5.0,4.0,9.0,0.0014702310270790382,0.7205796637097843,36.102494736843155
78,+,S Narendar,"IISc, DRDO",aero.iisc.ernet.in,114.0,id_-NCwYSUAAAAJ,27.0,6.0,5.0,10.0,0.001697298008840111,0.7205796637097843,36.11384808593122
79,+,Xiaopeng Li,University of akron,uakron.edu,158.0,id_zBz9dP8AAAAJ,27.0,7.0,7.0,11.0,0.0024574784548677875,0.7205796637097843,36.151857108232605
80,+,Peter Federolf,"Senior Researcher, Norwegian School of Sport Sciences",nih.no,127.0,id_NTSCzRsAAAAJ,27.0,4.0,1.0,6.0,0.0010825183921157452,0.7205796637097843,36.08310910509501
81,-,Brian A Walker,The Institute of Cancer Research,,718.0,id_3kI52KAAAAAJ,27.0,8.0,8.0,12.0,0.002446709207916554,0.7205796637097843,36.15131864588504
82,+,"Li, Yi","State Key Laboratory of Inorganic Synthesis and Preparative Chemistry, Jilin University",jlu.edu.cn,333.0,id_gGg2Dp0AAAAJ,27.0,6.0,4.0,9.0,0.0017095314454858494,0.7205796637097843,36.11445975776351
83,+,Elizabeth G. Klein,"Assistant Professor, Ohio State University",cph.osu.edu,103.0,id_r0s9SPoAAAAJ,25.0,5.0,2.0,6.0,0.001246440780789773,0.7204922812127632,36.08693609967765
84,+,Tariq Mahmud,"Assistant Professor of Chemistry, University of the Punjab, Lahore-Pakistan",pu.edu.pk,44.0,id_j8McGoEAAAAJ,25.0,4.0,1.0,5.0,0.0009249223690907562,0.7204922812127632,36.070860179092705
85,+,Dr.Naba Kumar Mondal,Burdwan University,indiatimes.com,32.0,id_fNhyqggAAAAJ,25.0,1.0,0.0,2.0,0.00022711729573188466,0.7204922812127632,36.03596992542475
86,+,Romain Blanchard,Harvard University,seas.harvard.edu,109.0,id_CPh-J64AAAAJ,25.0,4.0,4.0,10.0,0.001116807993730378,0.7204922812127632,36.08045446032468
87,+,Alma Dauletbekova,"LNGumilyov Eurasian National University, Faculty of Physics and Technical Sciences",enu.kz,27.0,id_mIigdvQAAAAJ,25.0,2.0,0.0,3.0,0.0003692601550095355,0.7204922812127632,36.04307706838864
88,-,Martin Becke,University of Duisburg-Essen,,97.0,id_AusHCVIAAAAJ,24.0,6.0,5.0,9.0,0.0016464048262985855,0.7204485899642528,36.10474973952757
89,+,Matthew T. McDowell,"Graduate Student, Stanford University",stanford.edu,195.0,id_VRZVDH8AAAAJ,24.0,8.0,7.0,13.0,0.0021628389479725115,0.7204485899642528,36.130571445611274
90,+,Carlos Roberto Zibel Costa,Professor Livre-docente na FAU da Universidade de Sï¿½o Paulo,usp.br,262.0,id_mSjkKmYAAAAJ,24.0,1.0,0.0,1.0,9.084691829275388e-05,0.7204485899642528,36.026971844127274
91,+,Athos Patsalides MD MPH,"Weill Cornell Medical College, New York Presbyterian Hospital",med.cornell.edu,223.0,id_GmMbswkAAAAJ,24.0,2.0,0.0,3.0,0.0006086172867035303,0.7204485899642528,36.052860362547825
92,+,Paula Myatt,Senior Lecturer in Higher Education,uq.edu.au,13.0,id_vAhUIzwAAAAJ,24.0,3.0,0.0,3.0,0.00037801076083720256,0.7204485899642528,36.0413300362545
93,+,Charles Deledalle,Postdoc at CEREMADE,ceremade.dauphine.fr,99.0,id_GM7KplMAAAAJ,24.0,4.0,2.0,9.0,0.001227709810327118,0.7204485899642528,36.083814988729
94,+,Shrinivas Jahageerdar,Senior Scientist,cife.edu.in,15.0,id_kxL70h4AAAAJ,24.0,1.0,0.0,1.0,9.084691829275388e-05,0.7204485899642528,36.026971844127274
95,-,"Zachary Adam Smith, MD",Northwestern University,,424.0,id_Jig5yXkAAAAJ,23.0,5.0,2.0,8.0,0.0011893396253120593,0.7204048987157421,36.07971191705271
96,+,Ali Evren Ozcam,"post-doc, uc berkeley",berkeley.edu,25.0,id_epXEACQAAAAJ,23.0,3.0,1.0,4.0,0.0005925215033699183,0.7204048987157421,36.04987101095561
97,+,Levi Waldron,Harvard School of Public Health,hsph.harvard.edu,176.0,id_-Bfm-2IAAAAJ,23.0,5.0,5.0,12.0,0.0014083782437144348,0.7204048987157421,36.09066384797283
98,+,George Papadakis,L3S Research Center &amp; National Technical University of Athens,l3s.de,37.0,id_tSsTPxgAAAAJ,23.0,3.0,0.0,5.0,0.0010426755114332613,0.7204048987157421,36.07237871135877
99,+,Mauro Pasta,"Postdoctoral Fellow, Stanford University",stanford.edu,205.0,id_H0f4GhwAAAAJ,23.0,7.0,6.0,14.0,0.0020465853346850653,0.7204048987157421,36.122574202521356
